,Smiles
12298,CCN1C[C@]2(C)CC[C@@H](O)[C@]34[C@@H]5C[C@@H]6[C@@H](O)[C@@H]5[C@](O)(C[C@@H]6OC)[C@H](C[C@@H]23)[C@H]14
12299,FC(F)(F)c1ccccc1-c1cc(N2CCNCC2)ncn1
12300,COc1ccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4c(C)noc4C)C3)C2)cc1
12301,COC(=O)c1scc(C)c1NC(=O)Cc1ccccc1
12302,CN(C)CCNCCN
12303,COCC(=O)N1CCC2(CC1)CN(Cc1ccc(C#N)cc1)C2
12304,C[n+]1cccc(CNC(=O)C=NO)c1.[I-]
12305,CN1CCN(c2ncc3nc(-c4ccc(F)cc4)c(=O)n(C4CC4)c3n2)CC1
12306,C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12
12307,CC1CCN(CC(C)CNC(=O)c2cc(-c3ccccn3)nc3ccccc23)CC1
12308,CCNC1=NN=C(c2ccc(C)cc2)CS1
12309,O=C(c1ccc2nc3ccc(Cl)cc3c(=O)n2c1)N1CCOCC1
12310,N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NCc1ccccc1
12311,CC[C@H](C(=O)c1cccs1)C(O)(C(F)(F)F)C(F)(F)F
12312,CCOc1ccccc1NC(=O)CCC(=O)O
12313,CCC(C)(C)c1ccc(Oc2cccc(C(=O)O)c2)cc1
12314,COC(=O)[C@@H]1C[C@H]1[C@@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1
12315,CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(OC)c(OC)c(OC)c3)c(=O)n2C1c1cccs1
12316,CN(C)CC[C@@H](c1ccccc1)c1ccccn1
12317,CCOC(=O)N1CCN(C(=O)C(CC)n2nc(C)c3sc4ccccc4c3c2=O)CC1
12318,COc1ccccc1NC(=O)C1=C(C)Nc2nnnn2C1c1cccc(Br)c1
12319,CCN(C(=O)c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12)c1cccc(Cl)c1
12320,C[C@@H](N[C@@H]1CCN(c2ccc(C(=O)O)cc2)C1)c1cccc2ccccc12.Cl.Cl
12321,CC(=O)N1N=C(c2ccc(C)o2)CC1c1ccc(Br)cc1
12322,C[C@@H](N[C@H]1CCN(c2ccc(C(=O)O)cc2)C1)c1cccc2ccccc12.Cl
12323,O=C(CCCCCn1c(=O)[nH]c2ccsc2c1=O)NCc1ccc2c(c1)OCO2
12324,C[C@@H](N[C@@H]1CCN(c2cccc(C(F)(F)F)c2)C1)c1cccc2ccccc12.Cl.Cl
12325,C[C@@H](N[C@H]1CCN(c2ccc(-c3nn[nH]n3)cc2)C1)c1cccc2ccccc12.Cl
12326,Nc1cc(S(N)(=O)=O)ccc1SSc1ccc(S(N)(=O)=O)cc1N
12327,Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)O)c2C(=O)OC(C)C)cc1
12328,COc1ccc(Oc2ncc3ncc(=O)n(-c4ccc(OC)cc4)c3n2)cc1
12329,O=C(NC(Cc1c[nH]c2ccccc12)c1nnc2n1CCCCC2)c1ccccc1
12330,Cc1ccc(/C=C2\OC(=O)c3ccccc32)cc1
12331,COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)c4ccc(OC)cc4)CC3)C2)cc1
12332,CCCCCCCCCCCCCCCC(=O)NC(C)C
12333,N#Cc1ccc(CN2CC3(CCN(C(=O)c4ccncc4)CC3)C2)cc1
12334,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
12335,Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O
12336,CCN1CCN(Cc2ccc3c(ccn3S(=O)(=O)c3ccc(C(C)C)cc3)c2)CC1
12337,C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)\CNC1CCOCC1
12338,CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CNC1CCC(F)(F)CC1
12339,CC1(C)CCC(NCC(C)(C)CCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1
12340,Cc1n[nH]c(Nc2ccccc2)c1[N+](=O)[O-]
12341,COc1ncc2ncc(=O)n(CCc3ccccc3)c2n1
12342,CC(C)c1cc(F)cc2c1C[C@](CCN(C)CCCc1nc3ccccc3[nH]1)(OC(=O)C1CC1)CC2
12343,O=c1oc2cc(Oc3ccc(C(F)(F)F)cc3[N+](=O)[O-])ccc2c2c1CCCC2
12344,COc1ccccc1CC(=N)NOC(=O)c1ccc(C)c([N+](=O)[O-])c1
12345,c1ccc(-c2csc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)n2)cc1
12346,COCCn1c(=O)c(-c2ccc(F)c(F)c2)nc2cncnc21
12347,COC(=O)N(C)c1ccccc1C(=O)N1CCOCC1
12348,CC1CCN(c2ccc(/C=N/n3nnnc3N)cc2[N+](=O)[O-])CC1
12349,CCC(=O)OCN1C(=O)C=CC1=O
12350,CCNc1ncc2nc(-c3ccccc3)c(=O)n(C)c2n1
12351,CC(C)NC(=O)N1CC[C@@]2(CCCN(S(C)(=O)=O)C2)C1
12352,CN1CCN(C(=O)c2ccc3c(=O)n4c(nc3c2)CCCCC4)CC1
12353,CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@@H](C)NC(=O)C/C=C\[C@@H]1C
12354,C(=N/C12CN3CN(CN(C3)C1)C2)\c1cccs1
12355,O=C1C2=CC[C@H]3C(=O)N(C4CCCCC4)C(=O)[C@@H]3[C@@H]2[C@H](O)[C@@H]2O[C@H]12
12356,CC(C)C(=O)Nc1ccc(Sc2ccc(F)cc2)cc1
12357,C[C@H](OP(=O)(O)O)[C@H](N)C(=O)O
12358,O=S(=O)(c1ccccc1)N1CCC2(CCN(c3ccccc3)CC2)CC1
12359,CCOC(=O)C1=NOC(CNC(=O)C2=NOC(CNC(=O)c3c(-c4ccccc4Cl)noc3C)C2)C1
12360,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(O)c1O.O=C(O)c1ccccc1
12361,CC(=O)NC1=NC(=O)CS1
12362,O=S(=O)(O)CCCc1cccc2ccccc12
12363,C[C@@H]1[C@H](C)CC[C@@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@@]43C)[C@@H]12
12364,COc1ccc(N2C(=O)NC3CC2(C)Oc2ccccc23)cc1OC
12365,CCC(=O)Nc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2)c1
12366,COC(=O)c1ccc(-n2cncn2)c(F)c1
12367,CS(=O)(=O)N1CCN(c2c(Cl)cccc2[N+](=O)[O-])CC1
12368,O=c1c2ccccc2c(-c2ccccc2)nn1-c1ccc(Cl)c(Cl)c1
12369,CS(=O)(=O)O[C@H]1CN2CCC1CC2
12370,CCOC(=O)C1CCCN(S(=O)(=O)c2ccccc2)C1
12371,NC(=O)C1(N2CCCCC2)CCN(C(=O)c2cccn3c(=O)c4cc(Cl)ccc4nc23)CC1
12372,OCCSCc1ccccc1
12373,OC[C@@H](O)CN1CCN(c2ccccc2)CC1
12374,N#Cc1ccc(CNc2cnccn2)cc1
12375,O=C1C2C3C=CC(C3)C2C(=O)N1/N=C/c1cn(Cc2ccccc2)c2ccccc12
12376,COc1cc(CNC(C)(C)CO)ccc1OCC(=O)Nc1ccc(Br)cc1
12377,CC(=O)NCCNc1nc(-c2ccccc2C(F)(F)F)nc2ccccc12
12378,CC(C)C(=O)N1CCN(c2ccccc2NC(=O)c2cccc(Cl)c2)CC1
12379,COC(=O)[C@@H]1[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O
12380,c1cncc(-c2nccc(NCc3cccs3)n2)c1
12381,Clc1ccc(NCc2nnsc2Cl)cc1
12382,CCn1c(=N)c(S(=O)(=O)c2ccc(F)cc2)cc2c(=O)n3ccccc3nc21
12383,CN(C)c1ccc(-c2nc(NC3CCNCC3)c3ccccc3n2)cc1
12384,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCc4ccc(O)c(O)c4)c3C[C@H]2CN1C(=O)c1ccccc1
12385,O=C(NCCc1c[nH]c2ccccc12)C1CCN(c2nnc(N3CCCC3=O)s2)CC1
12386,COc1ccccc1CN1CCC2(CC1)CCN(S(=O)(=O)c1ccccc1)CC2
12387,COc1cccc(C(=O)C2=C(O)C(=O)N(CCCN3CCOCC3)C2c2ccncc2)c1
12388,Cc1ccccc1-c1nc(C[S+]([O-])CC(=O)N2CCC3(CC2)OCCO3)c(C)o1
12389,CC#CCCCC(=O)Nc1cc(OC)nc(OC)n1
12390,Cc1cccc(CNc2ncncc2-c2ccccc2C(F)(F)F)c1
12391,CC(C)CCNC1=NCCCCC1
12392,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
12393,O=C(Cc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
12394,O=C(NC(Cc1c[nH]c2ccccc12)c1nnc2n1CCCCC2)c1ccc(Cl)cc1
12395,CCOC(=O)CCCNC(=O)CCCNC(=O)C(c1ccccc1)c1ccccc1
12396,COc1ccccc1CN1CC[C@@]2(CCCN(C(C)=O)C2)C1
12397,Cc1nc2c(n1C1CCCCC1)C(=O)c1ccccc1C2=O
12398,CC(C)CC(=O)Nc1sc2c(c1C#N)CC(C)(C)NC2(C)C
12399,CC(/C=C/c1ccccc1)=N/NC(=O)CNC(=O)c1ccc2c(c1)OCO2
12400,O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)c3csnn3)CC2)C1
12401,CC(=O)Oc1ccc2ccccc2c1C(NC(=O)Cc1ccccc1)c1ccc(Cl)cc1
12402,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1
12403,CCSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl
12404,COc1cccc(-c2cncnc2Nc2ccccc2)c1
12405,CN(C)Cc1ccccc1-c1cc(N(C)C)ncn1
12406,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC
12407,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1
12408,COC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCN(Cc2ccccc2)CC1
12409,COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1
12410,CC(C)(C)c1cc(Br)c(O)c(CN(Cc2cc(C(C)(C)C)cc(Br)c2O)C2CCCCC2)c1
12411,CN(C)c1nc(-c2ccoc2)nc2ccccc12
12412,CCCc1n[nH]c2c1C(c1ccc(OC)c(CSc3ccccn3)c1)C(C#N)=C(N)O2.CCO
12413,NCCNS(=O)(=O)c1cccc2cnccc12
12414,CCN(CCCNC(=O)CC(C(=O)N1CCc2ccccc21)n1ccnc1)c1ccccc1
12415,C=CCn1c(=O)c(C(=O)NCCN(CC)CC)c(O)c2ccccc21.Cl
12416,O=C(Cn1c(C(F)(F)F)nc2ccccc21)c1ccccc1
12417,O=[N+]([O-])c1ccc(N2CCN(CCOc3nonc3-c3ccccc3)CC2)c(Cl)c1
12418,CN(C)c1ncc2nc(-c3cccc(C#N)c3)c(=O)n(CCC#N)c2n1
12419,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
12420,COc1ccccc1-c1ccc2ncnc(NCc3ccccc3)c2c1
12421,C[C@@H](C(=O)NCc1ccccn1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1
12422,COc1cc(O)c(C(=O)/C=C\c2ccc3c(c2)OCO3)c(OC)c1
12423,CCOC(=O)c1cnn(-c2ccc(C(C)C)cc2)c1NC(=O)C1CCC1
12424,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1
12425,Cc1ccc2[nH]c(SCc3nc(O)c4cnn(-c5ccccc5)c4n3)nc2c1
12426,C=CCNCCOCCOc1ccc(C)cc1[N+](=O)[O-]
12427,O=C(NCCN1CCN(Cc2ccccc2)CC1)C1CC(=O)N(C2CCCC2)C1
12428,COc1cccc(-c2ccc3ncnc(N(C)C)c3c2)c1
12429,COc1ccccc1N1CCN(C(=O)/C=C/c2ccc3c(c2)OCO3)CC1
12430,COc1cccc(N(CC(=O)Nc2cccc(C(C)=O)c2)S(C)(=O)=O)c1
12431,NC1CCCC(C(=O)Nc2ccc3[nH]nc(Nc4cccc5ccccc45)c3c2)C1
12432,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
12433,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2
12434,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccc(C)c(F)c4F)c3C[C@H]2CN1C(=O)c1ccccc1
12435,CC(C)NC(=O)N1CCC2(CC1)CCN(S(C)(=O)=O)CC2
12436,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1cccs1
12437,c1cncc(-c2cc(-n3ccnc3)ncn2)c1
12438,O=C1NCCN1Cc1ccccc1F
12439,COc1cccc(Nc2nc(-c3ccc(O)cc3)cs2)c1
12440,Cc1nc2nc(C)c(CCC(=O)NCCCN3CCN(c4cccc(Cl)c4)CC3)c(C)n2n1.Cl
12441,Cc1cc(Nc2ccccc2)nc(N)n1
12442,CCCCC(=O)OCc1cn(-c2ccc(Cl)cc2)nn1
12443,CC(C)CN(Cc1c(O)ccc2c3c(c(=O)oc12)CCC3)CC(C)C
12444,O[C@H](CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1
12445,CCCCn1nc2cc(C(=O)NCCCCc3ccccc3)ccc2c1OCC
12446,COc1ccc(OC)c(C(=O)CSc2nnc(Cc3cccs3)n2CCc2ccccc2)c1
12447,CCC/C=C(\CCC)C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1
12448,CC(Cc1ccccc1)C(=O)NCc1ccccn1
12449,CCCC[C@@H]1CN2[C@H](c3ccc(Br)cc3)[C@H](C)CC[C@H]2C(=O)O1
12450,CC(C)CN1CCC2(CC1)CCN(C(=O)Oc1ccccc1)CC2
12451,COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C)cc3)CC2)cc1
12452,Cc1ccccc1-c1cncnc1N1CCN(C)CC1
12453,CC(C(=O)Nc1ccccc1Sc1ccccc1)N(c1ccccc1)S(C)(=O)=O
12454,CCC1CC[N+]2(C)CCC3=C(CCC3)C2(C)C1.[I-]
12455,Cl.Fc1ccc(CCNCc2ccc(Cl)c(Cl)c2)cc1
12456,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
12457,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1
12458,COc1ccc(OC)c(C2CC(=O)C3=C(C2)NC(=O)CC3c2ccc(O)c(OC)c2)c1
12459,Cc1noc(C)c1-c1ccc2ncnc(NCCN3CCOCC3)c2c1
12460,O=c1c(-c2ccccc2)nc2cncnc2n1Cc1ccc(F)cc1
12461,O=C(C1CCC(=O)N1Cc1ccccc1Cl)N1CCN(c2cccc(Cl)c2)CC1
12462,CC1CCCC(C)N1CCNC(=O)Cn1nc(-c2ccccc2)ccc1=O
12463,O=C(CSc1nc(-c2ccccc2O)n[nH]1)N1CCCc2ccccc21
12464,COc1cccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)c1
12465,c1cncc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)c1
12466,CCCN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cc(OC)ccc3OC)C2C1
12467,CSC(=N)N.CSC(=N)N.O=S(=O)(O)O
12468,N#Cc1ccc(CN2CCCC3(CCNCC3)C2)cc1
12469,COc1ccc(C2=Nc3cccc4cccc(c34)N2)cc1
12470,CC(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(C(F)F)c1Cl
12471,COc1ccccc1CN1CCCC2(CCN(C(=O)c3ccco3)CC2)C1
12472,N#Cc1c(-c2ccc3c(c2)OCO3)ccn2nc(-c3cccc(C(F)(F)F)c3)nc12
12473,O=C(CSc1nnc(-c2cccc(S(=O)(=O)N3CCOCC3)c2)n1C1CCCCCC1)NCc1ccccc1
12474,Cl.c1ccc(-c2nc(NCc3ccco3)c3oc4ccccc4c3n2)cc1
12475,CCc1nnc(NC(=O)c2cc(-c3ccccc3)nn2-c2ccccc2)s1
12476,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
12477,CC1CC(C)CN(CCCNC(=O)C2CCCN(c3nnc(N4CCCC4=O)s3)C2)C1
12478,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1
12479,CC(=O)N1CCC2(CCCN(Cc3ccccc3)C2)CC1
12480,CCOc1ccc(N(C(=O)/C=C/C(=O)Nc2cc(C)on2)C(C(=O)NC2CCCC2)c2ccccc2C)cc1
12481,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1
12482,CCN1CCN(Cc2cc(OC)c(OC)cc2[N+](=O)[O-])CC1
12483,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
12484,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
12485,c1ccc(-c2ccc(N3CC4(CCNCC4)C3)cc2)cc1
12486,CCCc1nc2ccccc2c(=O)n1-c1ccc(OC)cc1
12487,C1C[C@@H]2CN(CCCN3CCOCC3)[C@@H](C1)O2
12489,N#C/C(=C\Nc1ccccn1)C(=O)C1CC1
12490,CCOC(=O)Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1
12491,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4nc5ccccc5[nH]4)c3C[C@H]2CN1C(=O)c1ccccc1
12492,O=c1cc(CN2CCN(c3ccc(F)cc3)CC2)c2cc3c(cc2o1)CCCC3
12493,Nc1ccc(S(=O)(=O)c2ccc(NCN3C(=O)NC(=O)C(=O)C3=O)cc2)cc1
12494,CCNC(=O)CSc1nnc(C2CC2)n1-c1ccccc1
12495,O=C(O)c1[nH]c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2c1C(=O)O
12496,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccc(S(C)(=O)=O)cc4)c3C[C@H]2CN1C(=O)c1ccccc1
12497,CCN1CCN(CCCNC(=O)C(NC(=O)C2CCC(C)CC2)C(C)C)CC1
12498,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1
12499,COC(=O)N1CCC[C@@]2(CCN(C(=O)Nc3cccc(F)c3)C2)C1
12500,Cc1ccc(CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@@H](NC(=O)OCc2ccccc2)c2ccccc2)c(F)c1F
12501,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
12502,Fc1ccc(-c2ccc(C(CCCl)n3ccnc3)cc2)cc1
12503,Cn1cc(-c2nnc(-c3ccccc3)o2)c2ccccc21
12504,O=C(CCN1CCN(c2ccccc2F)CC1)Nc1ccccc1F
12505,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21
12506,Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccc(Cl)cc1
12507,COC(=O)C1=C(C)N=C2SC(C)C(=O)N2C1/C=C/c1ccccc1
12508,Cc1cccc(CNc2nc(-c3ccccc3CN(C)C)nc3ccccc23)c1
12509,O=C(NCC1CC1)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1
12510,Cc1noc(C)c1-c1nccc(NCc2cccs2)n1
12511,O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.c1cc2cc(c1)C[n+]1ccc(c3ccccc31)NCc1ccc(cc1)CNc1cc[n+](c3ccccc13)C2
12512,Cc1cccc(-n2nnc(C(=O)NC3CCCc4ccccc43)c2N)c1
12513,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
12514,Cc1ccc(Cn2nnc3c(O)nc(C4CCCN(C(=O)Nc5ccc(F)cc5F)C4)nc32)cc1
12515,Cn1c(=O)c2cc(S(=O)(=O)NCCC(=O)NCCc3ccc(Cl)cc3)ccc2n(C)c1=O
12516,C=CCN1C(=O)NC(=O)/C(=C(/CC)NC2CC2)C1=O
12517,Cn1ccnc1Sc1ccc(/C=N/NC(=O)c2ccccc2[N+](=O)[O-])cc1[N+](=O)[O-]
12518,Cc1ccccc1-c1cc(-c2ccccc2O)on1
12519,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CO)Cc1ccc(O)cc1
12520,N[C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)O)oc23)CC1
12521,Cc1cccc(NC(=O)N(Cc2nc(O)c3ccccc3n2)C2CCCC2)c1
12522,CC(C)(C)C(=O)NC(c1ccc(Cl)cc1)[C@]1(C)C[C@H]1C1CCCCC1
12523,CC(C)Sc1cc(N2CCOCC2)nc(-c2ccc(Cl)cc2)n1
12524,CCS(=O)(=O)N1CCC(C(=O)NCc2cccnc2)CC1
12525,CCOC(=O)N1CCC(NC(=O)CCc2nc(C3=CCN(C)CC3)no2)CC1
12526,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C
12527,Cc1noc(C)c1C(=O)N1CCC[C@@]2(CCN(C(=O)NC(C)C)C2)C1
12528,CNc1nc(-c2c(C)noc2C)nc2ccccc12
12529,Cc1cc(C)c(-c2cc([C@H](C)O/N=C3/[C@H]4O[C@H]4[C@@H](O)[C@H]4[C@H]3CCn3c(=O)n(-c5ccccc5)c(=O)n34)on2)c(C)c1
12530,COc1cc(C)c(Br)cc1S(=O)(=O)NCc1ccccc1
12531,O=C(/C(=C/c1ccc(Cl)cc1)c1nc2ccccc2[nH]1)c1ccccc1
12533,COC(=O)C[C@@H]1O[C@H]1[C@H](C)[C@@H](OC)C(C)C
12534,CCC1=NN(C(=O)CCc2ccccc2)C(O)(C(F)(F)F)C1
12535,CCOC(=O)c1cnn(-c2cc(Oc3ccccc3)ncn2)c1N
12536,COC(=O)[C@H]1C(=O)c2ccccc2O[C@@](C(=O)OC)(c2ccccc2)[C@@H]1c1ccccc1
12537,C[N+]1(CCC[N@+]2(C)C[C@H]3[C@H](C2)[C@H]2C=C[C@@H]3CC2)CCOCC1
12538,Cc1cc(NC(=O)c2ccccc2Cl)c(C(C)C)cc1O
12539,COc1ncc2nc(-c3ccccc3)c(=O)n(CCc3ccccc3)c2n1
12540,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(CC=O)c1O
12541,CN1CCN(c2ccc([N+](=O)[O-])c3[nH]o[n+](=O)c23)CC1
12542,O=C(NCCNc1ccc([N+](=O)[O-])cc1)c1ccccc1Br
12543,O=[N+]([O-])c1cccc2c(Br)n[nH]c12
12544,Cc1ccc2[nH]c(SCc3ccc([N+](=O)[O-])cc3)nc2c1
12545,N=C(N)NCCNOS(=O)c1cccc2cnccc12
12546,COc1ccc2[nH]cc(CCNc3ncnc4ccc(-c5ccccc5OC)cc34)c2c1
12547,CN1[C@@H]2CC[C@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O
12548,CC[C@H](C)[C@@H]1O[C@]2(CC[C@@H]1C)C[C@H]1C[C@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@H](O[C@H]4C[C@H](OC)[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3CO[C@@H]4[C@@H](O)C(C)=C[C@H](C(=O)O1)[C@@]34O)O2
12549,Cc1[nH]c2c(C)cccc2c1CCNC(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O
12550,Cc1cc(Cl)ccc1Nc1sc(C(=O)c2cc3cc(Cl)ccc3o2)c(N)c1C#N
12551,COC(/C=C/Nc1ccc(Br)cc1)=C(C#N)C#N
12552,CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)CCCc1ccccc1-2
12553,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
12554,O=C(OC1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1)c1ccccc1
12555,COCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(Oc3ccc(OC)cc3)nc21
12556,O=C1C2CCCN2c2ccc(S(=O)(=O)N3CCOCC3)cc2N1Cc1cccc(C(F)(F)F)c1
12557,CCOC(=O)c1c(NC(=O)Nc2ccccc2)sc(C)c1C
12558,C/C(N)=C(/C#N)C(=O)CSc1nnc(COc2cc(C)ccc2C)o1
12559,CCS(=O)(=O)c1ccc2oc(Nc3cc(C)cc(C)c3)nc2c1
12560,Cc1cccc(CNc2nc(-c3ccc(C(=O)N(C)C)cc3)nc3ccccc23)c1
12561,CCNc1ncc2ncc(=O)n(Cc3cccs3)c2n1
12562,O=C(O)C1CCNCC1
12563,Cc1[nH]c2ccccc2c1-c1cc(-c2cc(-c3c(C)[nH]c4ccccc34)on2)no1
12564,NCCCCNCCCN
12565,NCCS(=O)(=O)O
12566,O=c1nc(N2CCOCC2)ccn1-c1nc(-c2ccccc2)oc1-c1ccccc1
12567,O=C1c2ccccc2C(=O)N1C[C@]1(C(=O)O)NCCS1(=O)=O
12568,CN[C@@H](C)CCC=C(C)C.CN[C@@H](C)CCC=C(C)C.O=C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O
12569,c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1
12570,O=c1c(-c2cccc(F)c2)nc2cncnc2n1-c1ccccc1
12571,Cc1cc(NC(=O)CCCC(=O)OCC(F)(F)C(F)F)cc(C)c1C(=O)O
12572,O[C@@H](COc1ccc(Cl)cc1Cl)CN1CCCC1
12573,COc1c2c(c3c(c1CCC(=O)O)OC(C)(C)C=C3)OC(C)(C)C=C2
12574,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCc4ccc(OC)c(Br)c4)c3C[C@H]2CN1C(=O)c1ccccc1
12575,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12
12576,C[N+]1(CCCC[N+]2(C)CCCCCCC2)CCCCCCC1
12577,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(NC(=O)CN)cccc3nc2-1.Cl
12578,COc1cccc(-c2cncnc2NC2CCNCC2)c1
12579,Cn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(N3CCOCC3)nc21
12580,COC(=O)c1[nH]c2cccc(OC)c2c1NC(=O)CN(C)CC1OCCO1
12581,Nc1c(-c2cccs2)cnn1-c1nc(-c2ccc(F)cc2)cs1
12582,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
12583,CC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)ccc21
